Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Jacob Misiorowski,MIL,6.9238,5.6003,10.1369,3.34481,22.0207,17.28,0.0,0.3637,,106.624,446.82,82.3163,43.1039,39.6262,11.231,46.3443,,6.7774,134.183,11.3262,3.91188,2.89534,0.948,0.300306,0.10372,0.19658564776182175,0.209085,1.20668,0.286306,0.75756,,,3.45163,2.18329,2.31339,114.13999938964844,,,,,,,552.3000000000002,5.161682242990656,501.0,4.682242990654205,,,,,,,,,,,,,,,,,,,Jacob Misiorowski,31623,694819
Ranger Suarez,BOS,6.5874,6.1937,10.1019,3.72481,18.24,18.24,0.0,0.0,,108.088,456.646,105.211,48.9226,44.7342,11.2772,33.3534,,3.7102,98.6574,8.21475,2.77718,2.95794,0.939,0.216048,0.0730399,0.14300793409347534,0.250752,1.28196,0.303358,0.730123,,,3.66413,2.08107,2.12516,183.97999572753906,,,,,,,477.9000000000001,4.425000000000001,484.0,4.481481481481482,,,,,,,,,,,,,,,,,,,Ranger Suarez,17277,624133
Yoshinobu Yamamoto,LAD,6.4651,4.1538,9.2082,3.40857,15.04,15.04,0.0,0.0,,91.3115,378.101,81.8129,37.966,34.5824,9.84135,27.5197,,3.2732,95.0052,9.36407,2.71244,3.45226,0.97,0.251269,0.072784,0.17848538607358932,0.235563,1.19736,0.296837,0.746866,,,3.43648,2.05285,1.91365,26.639999389648438,,,,,,,434.2,4.771428571428571,422.0,4.637362637362638,,,,,,,,,,,,,,,,,,,Yoshinobu Yamamoto,33825,808967
Nathan Eovaldi,TEX,6.4275,5.7259,10.2286,3.58795,17.1,17.1,0.0,0.0,,104.411,434.323,97.2287,45.446,41.6247,11.8101,27.9569,,4.7641,101.901,8.78361,2.40982,3.64493,1.018,0.23462,0.0643689,0.17025095969438553,0.242102,1.19897,0.296705,0.733902,,,3.56328,2.02013,2.00565,132.50999450683594,,,,,,,474.8,4.565384615384615,469.0,4.509615384615385,,,,,,,,,,,,,,,,,,,Nathan Eovaldi,9132,543135
Hunter Brown,HOU,6.2785,5.342,9.6333,3.51784,16.56,16.56,0.0,0.0,,98.6543,412.434,85.7156,42.1847,38.5611,10.5012,35.0602,,3.8946,109.812,10.0179,3.19846,3.13211,0.958,0.266254,0.085008,0.18124622106552124,0.229506,1.22423,0.297096,0.740907,,,3.44675,2.01869,2.03969,36.189998626708984,,,,,,,476.69999999999993,4.8151515151515145,455.0,4.595959595959596,,,,,,,,,,,,,,,,,,,Hunter Brown,25880,686613
Joe Ryan,MIN,5.9513,5.67,9.0505,3.67657,16.74,16.74,0.0,0.0,,97.2965,401.057,85.0411,42.5077,39.7464,13.2215,24.0931,,4.9049,107.561,9.94949,2.22863,4.4644,1.223,0.268194,0.060074,0.20812028646469116,0.228569,1.12167,0.285819,0.735196,,,3.55426,1.97587,1.80964,78.52999877929688,,,,,,,465.9000000000001,4.803092783505155,445.0,4.587628865979381,,,,,,,,,,,,,,,,,,,Joe Ryan,21390,657746
Sonny Gray,BOS,6.0511,5.881,8.8685,3.82736,17.28,17.28,0.0,0.0,,99.2831,418.387,95.8064,45.8723,42.2214,11.3293,28.4277,,3.4341,99.1271,8.98586,2.57697,3.48699,1.027,0.236927,0.0679459,0.16898086667060852,0.247866,1.25131,0.306,0.723074,,,3.55393,1.93886,1.83362,138.08999633789062,,,,,,,452.69999999999993,4.572727272727272,457.0,4.616161616161616,,,,,,,,,,,,,,,,,,,Sonny Gray,12768,543243
Chase Burns,CIN,5.4229,4.7384,7.2591,3.58657,18.9414,14.25,0.0,0.4021,,84.3516,348.001,71.5018,36.2592,33.6148,11.2,27.3289,,2.4465,98.9314,10.5556,2.91589,3.62003,1.195,0.284285,0.0785311,0.20575370639562607,0.224689,1.17165,0.289781,0.752507,,,3.54398,1.93345,1.78891,109.72000122070312,,,,,,,410.09999999999997,4.882142857142857,388.0,4.619047619047619,,,,,,,,,,,,,,,,,,,Chase Burns,35333,695505
Kevin Gausman,TOR,6.6167,6.3578,10.0671,3.91442,18.3704,18.3704,0.0,0.0,,110.559,465.512,104.318,51.7859,48.086,14.4832,31.8917,,2.6869,108.702,8.84884,2.59613,3.40848,1.179,0.233511,0.0685089,0.1650019809603691,0.242074,1.23201,0.291909,0.72821,,,3.77946,1.90399,1.64961,112.94999694824219,,,,,,,491.80000000000007,4.430630630630631,486.0,4.378378378378378,,,,,,,,,,,,,,,,,,,Kevin Gausman,14107,592332
Bryan Woo,SEA,6.6967,5.807,10.436,3.58334,17.67,17.67,0.0,0.0,,107.015,439.849,96.2483,46.0136,42.608,14.126,24.8018,,4.1632,107.021,9.00048,2.08584,4.31505,1.188,0.243313,0.0563871,0.1869257278740406,0.234247,1.13115,0.283437,0.740928,,,3.63247,1.88839,1.75294,34.77000045776367,,,,,,,497.0000000000001,4.644859813084113,480.0,4.485981308411215,,,,,,,,,,,,,,,,,,,Bryan Woo,30279,693433
